
Promedio1,Promedio2,PROMEDIO3,PROMEDIO4,PromedioFinal,PUESTO1,PUESTO2,PUESTO3,PUESTO4,PuestoFinal,NUMHERMANO,ESTRATO,ViveconMadre,ViveconPadre,ViveconAmbos,ViveconOtros,Casados,Solteros,Separados,Viudo,UnionLibre,NumGrado,Edad,Hombre,Mujer,Bajo,Intermedio,Notable,Alto
37.700,39.300,38.000,37.667,38.300,20,16,17,19,15,2 ,2,0,0,1,0,0,0,0,0,1,5,10,1,0,0,0,1,0
41.500,40.700,41.800,41.800,41.600,3,10,4,4,4,0 ,2,0,0,0,0,0,0,0,0,0,5,11,0,1,0,0,0,1
37.250,38.333,33.833,35.083,36.333,7,6,19,14,8,0 ,2,0,0,0,0,0,0,0,0,0,10,15,0,1,0,0,1,0
41.800,41.200,42.700,42.556,42.100,7,11,7,8,5,2 ,3,0,0,1,0,1,0,0,0,0,5,9,1,0,0,0,0,1
41.000,42.100,41.600,43.100,42.000,7,7,6,4,6,2 ,3,0,0,1,0,1,0,0,0,0,6,10,1,0,0,0,0,1
36.600,37.900,39.700,37.600,38.200,17,17,9,17,15,2 ,2,0,0,1,0,0,0,0,0,1,6,11,1,0,0,0,1,0
41.727,39.909,36.182,39.727,39.455,23,21,24,21,24,2 ,2,0,0,1,0,0,0,0,0,1,3,8,1,0,0,0,1,0
36.000,37.200,35.800,37.800,36.800,20,17,18,16,18,3 ,2,0,0,1,0,1,0,0,0,0,4,9,1,0,0,0,1,0
42.333,43.417,42.500,41.500,42.583,2,2,2,4,2,1 ,2,0,0,1,0,1,0,0,0,0,12,16,1,0,0,0,0,1
39.455,37.182,40.364,38.727,39.091,7,9,7,9,6,3 ,2,0,1,0,0,1,0,0,0,0,7,14,0,1,0,0,1,0
40.667,38.167,38.667,39.250,39.250,2,3,10,4,4,1 ,2,0,0,1,0,0,0,0,0,1,9,14,0,1,0,0,1,0
47.000,47.364,45.818,45.818,46.636,6,4,4,6,5,1 ,2,0,0,1,0,0,0,0,0,1,3,8,0,1,0,0,0,1
40.000,39.727,42.000,39.818,40.455,5,9,5,12,7,1 ,2,0,0,1,0,0,0,0,0,1,8,13,0,1,0,0,0,1
39.818,42.455,43.091,35.636,40.455,8,3,5,14,6,1 ,2,0,0,1,0,0,0,0,0,1,7,12,0,1,0,0,0,1
39.917,36.250,34.250,33.167,36.167,4,13,12,23,9,1 ,3,0,0,1,0,0,0,0,0,1,10,15,0,1,0,0,1,0
38.167,36.333,34.250,36.917,36.583,6,11,26,17,13,1 ,3,0,0,1,0,0,0,0,0,1,9,14,0,1,0,0,1,0
40.400,44.200,41.500,38.900,41.300,10,4,8,13,9,1 ,3,0,0,1,0,0,0,0,0,1,4,9,0,1,0,0,0,1
34.455,31.909,36.818,38.545,35.364,20,23,15,16,18,1 ,2,0,0,1,0,1,0,0,0,0,8,13,0,1,0,0,1,0
34.091,34.364,32.818,38.273,35.000,27,25,25,13,23,1 ,2,0,0,1,0,1,0,0,0,0,8,12,0,1,0,1,0,0
42.200,42.700,41.700,43.500,42.500,7,6,9,7,6,1 ,2,0,1,0,0,1,0,0,0,0,6,9,0,1,0,0,0,1
39.600,46.800,42.200,44.700,43.500,13,2,11,7,8,1 ,2,0,1,0,0,1,0,0,0,0,4,7,0,1,0,0,0,1
34.167,35.167,34.083,34.750,34.750,31,27,29,25,28,3 ,2,0,1,0,0,0,0,1,0,0,9,14,1,0,0,1,0,0
35.300,37.300,36.100,37.250,36.500,24,22,23,22,23,3 ,2,0,1,0,0,0,0,1,0,0,6,10,1,0,0,0,1,0
36.750,40.333,40.250,42.750,40.000,4,4,3,2,3,1 ,2,0,0,1,0,1,0,0,0,0,11,16,1,0,0,0,1,0
44.545,43.636,44.545,45.455,44.636,2,4,3,3,3,1 ,2,0,0,1,0,1,0,0,0,0,8,13,1,0,0,0,0,1
42.917,41.333,44.250,45.250,43.500,3,3,3,3,3,2 ,2,0,0,1,0,1,0,0,0,0,9,13,0,1,0,0,0,1
41.727,40.727,44.273,43.727,42.727,3,3,3,3,3,2 ,2,0,0,1,0,1,0,0,0,0,8,12,0,1,0,0,0,1
44.667,43.667,45.000,44.083,44.667,2,2,3,3,2,2 ,2,1,0,0,0,0,0,1,0,0,12,18,1,0,0,0,0,1
31.917,35.500,35.833,37.250,35.333,24,15,19,18,20,2 ,2,1,0,0,0,0,1,0,0,0,10,15,0,1,0,0,1,0
34.083,35.167,36.333,33.250,34.833,16,14,14,26,16,2 ,3,1,0,0,0,0,0,1,0,0,12,16,0,1,0,1,0,0
38.917,38.500,35.333,35.833,37.083,1,2,9,10,3,2 ,3,1,0,0,0,0,0,1,0,0,11,15,0,1,0,0,1,0
36.909,36.364,39.455,39.000,38.091,10,13,9,7,9,2 ,3,1,0,0,0,0,0,1,0,0,8,12,0,1,0,0,1,0
34.364,31.273,33.182,36.727,33.909,21,22,21,16,19,2 ,2,0,0,1,0,1,0,0,0,0,7,12,1,0,0,1,0,0
43.545,44.182,42.455,40.182,42.818,3,2,4,4,3,1 ,2,0,0,1,0,0,0,0,0,1,8,14,0,1,0,0,0,1
42.917,38.917,41.083,41.167,41.333,1,2,3,2,1,2 ,2,0,0,1,0,1,0,0,0,0,9,14,0,1,0,0,0,1
44.600,45.500,45.200,44.875,45.300,3,3,4,5,3,2 ,2,0,0,1,0,1,0,0,0,0,6,11,0,1,0,0,0,1
43.000,43.545,43.636,44.182,43.727,3,2,1,1,2,2 ,2,0,0,1,0,1,0,0,0,0,7,12,0,1,0,0,0,1
36.250,34.917,36.083,34.750,35.750,12,19,19,29,17,1 ,2,1,0,0,0,0,0,0,0,1,9,15,0,1,0,0,1,0
41.300,42.300,43.400,42.875,42.600,6,5,5,5,6,2 ,2,0,0,1,0,0,0,0,0,1,5,10,1,0,0,0,0,1
33.700,32.800,35.700,29.900,33.300,23,29,21,27,27,2 ,2,1,0,0,0,0,1,0,0,0,5,10,1,0,0,1,0,0
35.909,34.182,30.364,36.909,34.455,18,21,31,18,22,2 ,2,1,0,0,0,0,1,0,0,0,8,14,1,0,0,1,0,0
30.800,34.600,35.200,36.300,34.400,28,24,24,19,24,1 ,2,0,0,1,0,1,0,0,0,0,5,9,1,0,0,1,0,0
31.545,30.545,28.182,32.100,30.636,26,22,26,25,27,1 ,2,0,0,1,0,1,0,0,0,0,7,11,1,0,0,1,0,0
35.000,33.455,35.727,34.545,34.727,14,11,5,17,9,1 ,2,0,0,1,0,1,0,0,0,0,7,12,1,0,0,1,0,0
37.900,36.200,33.900,34.300,35.800,14,19,29,28,23,1 ,2,0,0,1,0,1,0,0,0,0,4,8,1,0,0,0,1,0
33.833,34.583,24.182,31.417,31.417,22,17,26,1,23,3 ,1,1,0,0,0,0,1,0,0,0,10,17,0,1,0,1,0,0
45.500,44.400,44.200,41.900,44.200,4,5,5,6,5,1 ,3,0,0,1,0,1,0,0,0,0,5,9,1,0,0,0,0,1
41.000,40.400,40.000,42.875,41.100,11,10,14,8,10,1 ,3,0,0,1,0,1,0,0,0,0,6,10,1,0,0,0,0,1
36.800,35.800,36.500,35.000,36.300,22,25,21,23,20,1 ,2,1,0,0,0,0,0,1,0,0,5,11,1,0,0,0,1,0
33.000,30.000,28.000,32.000,31.000,12,13,13,12,10,1 ,3,0,0,1,0,1,0,0,0,0,11,15,0,1,0,1,0,0
35.900,37.600,40.400,39.250,38.500,22,18,13,14,16,3 ,2,0,0,1,0,1,0,0,0,0,6,11,0,1,0,0,1,0
33.583,33.583,32.167,34.833,33.583,20,24,24,27,26,3 ,2,0,0,1,0,1,0,0,0,0,12,18,0,1,0,1,0,0
37.700,42.300,43.800,43.875,42.000,15,7,6,6,7,1 ,2,1,0,0,0,0,1,0,0,0,6,11,0,1,0,0,0,1
41.800,43.100,44.100,45.700,43.700,4,4,5,6,3,1 ,2,1,0,0,0,0,1,0,0,0,4,9,0,1,0,0,0,1
36.917,37.250,38.333,39.167,37.917,12,10,13,12,11,1 ,2,1,0,0,0,0,1,0,0,0,12,17,0,1,0,0,1,0
38.250,38.833,38.917,35.417,37.833,6,6,6,12,5,1 ,3,1,0,0,0,0,0,1,0,0,11,16,0,1,0,0,1,0
35.750,35.750,37.667,37.583,36.750,11,17,9,21,13,1 ,3,1,0,0,0,0,0,1,0,0,12,17,0,1,0,0,1,0
40.444,34.500,38.800,37.500,37.700,11,27,14,13,18,3 ,2,0,0,1,0,0,0,1,0,0,5,10,0,1,0,0,1,0
31.545,31.091,35.000,33.455,32.909,29,28,20,29,25,3 ,2,0,0,1,0,0,0,1,0,0,8,14,0,1,0,1,0,0
35.900,38.200,36.300,37.000,36.900,16,15,18,17,16,1 ,2,0,0,1,0,0,0,0,0,1,5,10,0,1,0,0,1,0
38.500,26.143,36.500,36.500,36.500,8,32,31,31,7,1 ,2,0,0,1,0,0,0,0,0,1,10,16,0,1,0,0,1,0
36.700,34.400,35.000,36.000,35.700,21,26,26,25,25,2 ,2,0,1,0,0,1,0,0,0,0,6,11,1,0,0,0,1,0
37.200,37.300,35.300,36.900,36.600,17,17,25,22,20,2 ,2,0,1,0,0,1,0,0,0,0,4,9,1,0,0,0,1,0
33.167,32.333,33.000,33.000,33.000,24,20,1,1,27,2 ,3,0,0,1,0,1,0,0,0,0,11,18,1,0,0,1,0,0
34.600,36.400,37.500,38.900,36.900,24,21,16,13,20,2 ,3,0,0,1,0,1,0,0,0,0,6,12,1,0,0,0,1,0
37.800,41.800,42.500,41.500,40.800,11,7,7,8,8,2 ,2,0,0,1,0,0,0,0,0,1,6,11,0,1,0,0,0,1
37.700,38.600,36.200,37.700,37.700,11,11,19,12,12,2 ,2,1,0,0,0,0,0,1,0,0,5,11,1,0,0,0,1,0
34.800,33.200,32.700,36.900,34.600,23,29,25,19,26,2 ,2,1,0,0,0,0,0,1,0,0,6,12,1,0,0,1,0,0
27.182,26.636,28.818,26.273,27.455,31,32,33,30,32,2 ,2,1,0,0,0,0,0,1,0,0,7,13,1,0,1,0,0,0
35.000,34.700,33.500,36.900,35.000,26,25,29,18,24,1 ,2,0,0,1,0,0,1,0,0,0,5,10,0,1,0,1,0,0
37.300,33.900,33.800,36.000,35.400,16,26,25,22,24,1 ,2,0,0,1,0,0,1,0,0,0,4,9,0,1,0,0,1,0
36.200,35.700,37.200,36.500,36.500,15,22,15,18,18,2 ,3,0,0,1,0,0,1,0,0,0,5,10,0,1,0,0,1,0
38.091,39.000,39.000,35.545,38.091,9,5,11,18,9,2 ,3,0,0,1,0,0,1,0,0,0,10,13,0,1,0,0,1,0
34.250,32.917,32.833,38.333,34.667,16,18,19,14,17,2 ,3,0,0,1,0,0,1,0,0,0,9,14,0,1,0,1,0,0
40.600,42.300,40.400,41.900,41.400,7,4,6,5,5,2 ,3,0,0,1,0,0,1,0,0,0,4,9,0,1,0,0,0,1
34.417,39.417,35.000,32.667,35.667,30,15,26,31,24,0 ,2,0,0,1,0,0,0,0,0,1,9,14,1,0,0,0,1,0
34.917,30.583,32.333,35.250,33.250,19,23,17,19,17,2 ,3,1,0,0,0,0,0,0,0,1,9,14,1,0,0,1,0,0
36.833,36.750,38.583,38.167,37.667,13,11,12,13,13,4 ,2,0,0,1,0,1,0,0,0,0,12,17,0,1,0,0,1,0
41.909,42.000,39.545,40.727,41.182,5,7,8,7,7,2 ,2,0,0,1,0,1,0,0,0,0,7,12,0,1,0,0,0,1
47.500,47.500,48.200,47.000,47.900,1,2,1,1,1,2 ,2,0,0,1,0,1,0,0,0,0,5,10,0,1,0,0,0,1
36.250,38.583,32.917,38.917,36.833,14,10,27,17,18,1 ,3,0,0,1,0,1,0,0,0,0,10,14,1,0,0,0,1,0
34.727,35.909,33.455,34.909,34.909,24,20,27,20,25,1 ,3,0,0,1,0,1,0,0,0,0,7,11,1,0,0,1,0,0
39.400,40.900,41.600,40.875,41.000,8,8,8,10,7,2 ,2,0,0,1,0,0,0,0,0,1,5,11,0,1,0,0,0,1
43.636,43.545,46.182,42.000,44.000,4,5,3,4,4,2 ,2,0,0,1,0,0,0,0,0,1,7,12,0,1,0,0,0,1
42.900,42.100,38.300,45.400,42.200,2,5,18,7,8,2 ,2,0,0,1,0,0,0,0,0,1,4,9,0,1,0,0,0,1
36.800,37.700,37.000,39.000,37.600,15,18,19,12,16,1 ,2,1,0,0,0,0,0,1,0,0,5,13,1,0,0,0,1,0
35.286,40.333,40.700,41.800,39.700,28,18,15,14,18,1 ,2,1,0,0,0,0,0,1,0,0,4,10,1,0,0,0,1,0
41.000,38.545,40.545,38.182,39.818,5,7,5,10,5,1 ,2,1,0,0,0,0,1,0,0,0,10,13,0,1,0,0,1,0
42.222,41.400,41.100,39.600,41.000,7,6,9,8,7,2 ,2,0,0,1,0,1,0,0,0,0,5,9,1,0,0,0,0,1
36.500,37.700,40.300,37.125,37.900,23,20,11,23,22,2 ,2,1,0,0,0,0,0,1,0,0,6,11,1,0,0,0,1,0
34.455,32.182,33.364,35.091,33.818,23,25,24,24,25,2 ,2,1,0,0,0,0,0,1,0,0,8,13,1,0,0,1,0,0
31.182,31.182,32.273,35.545,32.545,24,28,28,15,22,3 ,2,0,0,1,0,0,0,1,0,0,7,13,0,1,0,1,0,0
33.800,37.900,37.300,38.375,37.000,24,15,19,19,18,1 ,2,0,0,1,0,0,0,0,0,1,5,11,0,1,0,0,1,0
34.818,36.182,40.182,39.545,37.818,16,9,6,6,8,1 ,2,0,0,1,0,0,0,0,0,1,8,13,0,1,0,0,1,0
33.250,34.500,30.917,35.083,33.583,21,23,25,22,26,2 ,2,0,1,0,0,1,0,0,0,0,10,16,1,0,0,1,0,0
38.800,39.400,39.200,38.444,39.200,9,12,11,9,12,2 ,3,0,0,1,0,1,0,0,0,0,5,11,1,0,0,0,1,0
39.182,38.636,36.545,39.455,38.545,8,4,22,7,8,2 ,3,0,0,1,0,1,0,0,0,0,6,14,1,0,0,0,1,0
36.750,35.667,31.167,35.917,35.083,12,13,25,17,17,2 ,3,0,0,1,0,1,0,0,0,0,3,15,1,0,0,0,1,0
31.636,30.273,31.545,34.636,32.091,25,24,28,17,26,2 ,3,0,0,1,0,1,0,0,0,0,8,13,1,0,0,1,0,0
35.500,39.000,34.700,38.400,37.000,23,16,22,15,18,2 ,3,0,0,1,0,1,0,0,0,0,4,9,1,0,0,0,1,0
33.455,25.909,35.455,35.727,32.727,27,32,14,22,24,2 ,3,0,0,0,1,0,0,1,0,0,7,14,0,1,0,1,0,0
36.700,36.500,36.100,37.900,36.900,17,19,16,15,17,2 ,3,0,0,0,1,0,0,1,0,0,4,11,0,1,0,0,1,0
37.600,37.200,37.000,37.400,37.400,10,18,16,14,14,2 ,2,0,0,1,0,0,0,0,0,1,5,10,0,1,0,0,1,0
38.333,41.333,37.750,40.667,39.750,8,1,4,4,4,2 ,2,0,0,1,0,0,0,0,0,1,10,16,0,1,0,0,1,0
35.500,35.917,37.500,37.000,36.583,17,12,12,16,13,2 ,2,0,0,1,0,0,0,0,0,1,9,15,0,1,0,0,1,0
31.727,31.364,36.091,33.182,33.364,25,22,16,22,23,2 ,2,0,0,1,0,0,0,0,0,1,8,13,0,1,0,1,0,0
37.750,36.083,35.333,39.333,37.333,14,13,13,10,13,1 ,2,0,1,0,0,1,0,0,0,0,10,16,0,1,0,0,1,0
32.636,31.818,31.545,33.000,32.273,33,34,30,31,31,1 ,2,0,1,0,0,1,0,0,0,0,8,13,0,1,0,1,0,0
40.636,38.000,35.273,37.364,38.000,11,13,22,18,13,1 ,2,0,1,0,0,1,0,0,0,0,7,12,0,1,0,0,1,0
40.750,36.833,.000,39.000,29.146,12,19,1,10,0,1 ,2,0,1,0,0,1,0,0,0,0,12,18,0,1,1,0,0,0
41.333,41.083,40.417,40.333,41.083,4,8,9,6,6,1 ,2,0,0,1,0,1,0,0,0,0,9,13,1,0,0,0,0,1
36.800,36.200,33.800,37.000,36.100,21,19,28,23,22,1 ,2,0,0,1,0,0,0,0,0,1,5,12,0,1,0,0,1,0
40.818,39.000,35.636,38.091,38.545,29,25,27,29,30,1 ,2,0,0,1,0,0,0,0,0,1,3,9,0,1,0,0,1,0
27.636,32.818,27.636,29.818,29.545,28,22,28,30,25,1 ,2,0,0,1,0,0,0,0,0,1,8,16,0,1,1,0,0,0
30.750,31.083,32.833,33.333,32.000,23,22,27,25,24,2 ,2,1,0,0,0,0,0,0,0,1,10,15,0,1,0,1,0,0
36.833,34.500,33.833,34.083,35.000,14,20,18,17,17,2 ,2,1,0,0,0,0,0,0,0,1,10,16,0,1,0,1,0,0
35.909,36.182,37.364,32.364,35.545,14,14,16,25,14,2 ,2,1,0,0,0,0,0,0,0,1,7,11,0,1,0,0,1,0
35.667,35.917,36.583,37.833,36.583,12,13,12,12,11,3 ,2,1,0,0,0,0,1,0,0,0,10,16,1,0,0,0,1,0
39.700,36.800,36.300,39.000,38.100,10,18,15,12,16,3 ,2,1,0,0,0,0,1,0,0,0,4,9,1,0,0,0,1,0
40.833,40.083,41.583,37.667,40.167,3,5,4,11,5,2 ,2,0,1,0,0,1,0,0,0,0,11,15,0,1,0,0,0,1
43.545,42.818,42.182,41.636,42.636,2,2,2,2,2,2 ,2,0,1,0,0,1,0,0,0,0,8,12,0,1,0,0,0,1
44.400,43.000,44.400,45.900,44.500,3,7,5,5,4,2 ,2,0,1,0,0,1,0,0,0,0,4,8,0,1,0,0,0,1
33.364,31.273,36.364,34.455,34.091,20,23,14,19,20,1 ,2,0,0,1,0,1,0,0,0,0,8,14,1,0,0,1,0,0
32.667,33.333,29.417,36.750,33.083,19,16,24,16,23,2 ,2,0,0,1,0,1,0,0,0,0,11,16,1,0,0,1,0,0
42.200,42.200,43.200,42.750,42.800,5,6,6,6,5,2 ,2,0,0,1,0,1,0,0,0,0,6,11,1,0,0,0,0,1
34.727,36.818,35.727,34.400,35.727,14,11,17,22,18,3 ,2,0,0,1,0,1,0,0,0,0,7,12,1,0,0,0,1,0
37.800,36.900,38.500,35.300,37.200,9,19,10,23,15,1 ,2,0,0,1,0,0,0,0,0,1,5,11,0,1,0,0,1,0
35.500,36.750,31.833,32.000,34.250,18,11,22,26,16,1 ,2,0,0,1,0,0,0,0,0,1,10,17,0,1,0,1,0,0
37.600,36.125,40.900,41.700,39.500,15,20,14,15,14,1 ,2,0,0,1,0,0,0,0,0,1,4,10,0,1,0,0,1,0
33.833,30.750,31.917,36.333,33.417,21,24,22,12,20,3 ,2,1,0,0,0,1,0,0,0,0,11,18,1,0,0,1,0,0
32.250,36.750,31.333,36.333,34.250,26,15,24,17,22,3 ,2,1,0,0,0,1,0,0,0,0,10,16,1,0,0,1,0,0
35.833,33.667,31.417,33.667,33.833,15,14,21,25,15,3 ,2,1,0,0,0,1,0,0,0,0,9,14,1,0,0,1,0,0
39.400,36.700,39.700,38.625,38.800,8,21,12,17,12,1 ,2,1,0,0,0,0,0,1,0,0,6,11,1,0,0,0,1,0
37.545,29.455,33.909,35.727,34.364,14,27,23,21,24,1 ,2,1,0,0,0,0,0,1,0,0,8,13,1,0,0,1,0,0
38.083,38.000,41.833,43.000,40.333,9,8,4,4,5,1 ,2,1,0,0,0,0,0,1,0,0,12,17,1,0,0,0,0,1
40.000,41.583,41.583,42.833,41.583,3,2,2,2,2,1 ,3,0,0,1,0,1,0,0,0,0,12,16,0,1,0,0,0,1
37.364,36.455,37.182,37.000,37.000,14,15,13,16,14,3 ,1,1,0,0,0,0,1,0,0,0,8,14,0,1,0,0,1,0
42.500,38.300,36.600,39.300,39.100,11,15,15,15,15,2 ,2,0,1,0,0,0,0,0,0,1,5,12,0,1,0,0,1,0
35.833,34.667,37.583,40.500,37.167,17,25,15,8,16,4 ,2,0,0,1,0,1,0,0,0,0,10,15,0,1,0,0,1,0
41.000,40.636,40.455,37.364,39.909,5,4,6,13,4,4 ,2,0,0,1,0,1,0,0,0,0,8,13,0,1,0,0,1,0
38.400,40.600,39.800,36.100,38.700,17,13,14,20,15,1 ,2,0,0,1,0,0,0,1,0,0,5,10,1,0,0,0,1,0
37.833,37.333,37.750,40.500,38.500,12,13,13,8,11,2 ,2,0,0,1,0,1,0,0,0,0,10,15,0,1,0,0,1,0
41.900,41.500,42.200,41.750,42.000,8,9,7,10,7,2 ,2,0,0,1,0,1,0,0,0,0,6,11,0,1,0,0,0,1
45.636,47.000,47.364,46.455,46.909,2,2,2,1,2,2 ,2,0,0,1,0,1,0,0,0,0,8,13,0,1,0,0,0,1
33.091,36.909,38.818,37.545,36.636,19,12,12,11,13,1 ,3,0,0,1,0,1,0,0,0,0,10,12,1,0,0,0,1,0
41.300,41.700,41.200,41.000,41.300,8,9,13,17,10,1 ,3,0,0,1,0,1,0,0,0,0,4,8,1,0,0,0,0,1
39.100,41.200,41.900,39.300,40.500,14,11,9,10,10,2 ,2,0,0,1,0,0,0,0,0,1,5,10,0,1,0,0,0,1
35.833,32.167,30.333,31.000,32.583,14,25,27,27,27,2 ,2,0,0,1,0,0,0,0,0,1,10,15,0,1,0,1,0,0
41.636,37.909,40.000,36.909,39.091,4,9,7,15,6,2 ,2,0,0,1,0,0,0,0,0,1,9,13,0,1,0,0,1,0
39.400,40.900,41.600,40.875,41.000,8,8,8,10,7,2 ,2,0,0,1,0,0,0,0,0,1,6,11,0,1,0,0,0,1
36.800,37.700,37.000,39.000,37.600,15,18,19,12,16,1 ,2,1,0,0,0,0,0,1,0,0,6,13,1,0,0,0,1,0
37.000,32.182,34.182,37.636,35.364,16,18,16,8,15,1 ,2,1,0,0,0,0,0,1,0,0,8,15,1,0,0,0,1,0
33.417,33.833,35.667,37.583,35.333,22,19,11,14,15,1 ,2,1,0,0,0,0,0,1,0,0,12,19,1,0,0,0,1,0
34.800,42.200,40.700,40.000,39.800,26,8,12,12,12,1 ,3,0,0,1,0,1,0,0,0,0,6,10,0,1,0,0,1,0
42.700,42.000,43.100,46.400,43.700,3,6,6,4,3,1 ,3,0,0,1,0,1,0,0,0,0,4,8,0,1,0,0,0,1
36.167,38.083,35.500,33.167,36.000,8,6,17,27,10,1 ,3,0,0,1,0,1,0,0,0,0,12,16,0,1,0,0,1,0
32.083,32.083,35.833,32.250,33.083,21,16,15,23,20,3 ,2,0,0,1,0,1,0,0,0,0,11,17,0,1,0,1,0,0
38.000,38.167,38.083,40.333,38.750,6,4,8,8,6,1 ,2,1,0,0,0,0,1,0,0,0,9,14,0,1,0,0,1,0
31.636,29.818,33.182,32.182,31.909,25,26,24,26,28,2 ,2,0,0,1,0,1,0,0,0,0,9,12,1,0,0,1,0,0
35.455,32.636,32.545,34.455,33.818,22,25,27,27,23,2 ,2,0,0,1,0,1,0,0,0,0,8,13,1,0,0,1,0,0
39.200,40.300,42.700,42.000,41.200,13,12,8,14,11,1 ,3,1,0,0,0,0,0,1,0,0,4,8,0,1,0,0,0,1
32.500,29.583,34.250,37.417,33.583,24,26,22,9,19,2 ,2,1,0,0,0,0,0,1,0,0,11,17,1,0,0,1,0,0
33.167,33.500,29.917,37.333,33.667,22,26,27,11,25,2 ,2,1,0,0,0,0,0,1,0,0,10,16,1,0,0,1,0,0
38.000,39.100,39.500,39.375,39.200,14,15,13,14,17,3 ,2,0,0,1,0,0,0,1,0,0,6,11,0,1,0,0,1,0
35.273,30.909,34.000,31.091,32.909,23,28,24,27,30,3 ,2,0,0,1,0,0,0,1,0,0,7,12,0,1,0,1,0,0
34.750,31.083,33.667,35.583,33.833,17,26,24,23,24,1 ,2,0,0,1,0,0,0,0,0,1,10,15,0,1,0,1,0,0
34.727,36.091,39.091,37.200,37.000,14,14,6,14,13,1 ,2,0,0,1,0,0,0,0,0,1,7,12,0,1,0,0,1,0
31.545,33.273,36.182,33.455,33.727,26,22,16,26,26,2 ,3,1,0,0,0,0,0,0,0,1,8,13,1,0,0,1,0,0
34.750,35.333,37.167,38.583,36.667,17,18,10,16,14,2 ,3,1,0,0,0,0,0,0,0,1,12,18,1,0,0,0,1,0
33.091,36.364,35.273,37.000,35.545,27,19,22,15,22,2 ,2,0,0,1,0,1,0,0,0,0,7,13,0,1,0,0,1,0
33.600,32.400,34.900,34.900,34.300,26,28,25,24,24,2 ,3,0,0,1,0,0,0,0,0,1,5,11,1,0,0,1,0,0
33.900,34.700,36.200,35.875,35.300,28,27,25,26,26,2 ,3,0,0,1,0,0,0,0,0,1,6,12,1,0,0,0,1,0
34.000,30.636,35.000,33.909,33.364,21,22,20,19,22,2 ,3,0,0,1,0,0,0,0,0,1,8,14,1,0,0,1,0,0
33.091,31.545,31.091,32.182,32.000,27,21,25,22,22,2 ,3,0,0,1,0,0,0,0,0,1,7,13,1,0,0,1,0,0
31.417,36.167,30.500,33.000,32.917,29,12,30,27,25,3 ,2,1,0,0,0,0,0,1,0,0,8,15,0,1,0,1,0,0
30.600,32.500,32.200,31.100,31.800,30,27,29,30,27,2 ,2,0,0,1,0,0,0,0,0,1,5,10,1,0,0,1,0,0
32.091,32.636,38.091,33.909,34.455,22,20,14,23,18,1 ,2,0,0,1,0,0,0,0,0,1,9,13,0,1,0,1,0,0
32.600,36.900,35.600,36.625,35.800,31,22,28,22,24,1 ,2,0,0,1,0,0,0,0,0,1,6,11,0,1,0,0,1,0
36.909,31.636,30.909,37.364,34.364,17,20,26,10,19,1 ,2,0,0,1,0,0,0,0,0,1,8,14,0,1,0,1,0,0
39.200,40.000,37.100,39.200,39.000,10,12,15,12,14,1 ,2,0,0,1,0,0,0,0,0,1,4,9,0,1,0,0,1,0
41.600,41.200,40.600,40.600,41.200,4,3,5,8,4,3 ,2,0,0,1,0,0,0,0,0,1,5,11,1,0,0,0,0,1
35.273,34.636,34.364,36.273,35.364,24,19,24,21,19,1 ,2,0,0,1,0,0,0,0,0,1,8,13,0,1,0,0,1,0
29.333,35.417,33.583,37.500,34.000,27,15,20,13,19,3 ,2,0,0,1,0,0,0,0,0,1,10,17,1,0,0,1,0,0
36.083,34.000,34.750,35.167,35.167,17,22,21,21,18,3 ,2,0,0,1,0,0,0,0,0,1,9,16,1,0,0,0,1,0
35.364,33.727,33.636,31.727,33.636,15,15,24,23,21,3 ,2,0,0,1,0,0,0,0,0,1,8,13,1,0,0,1,0,0
37.727,37.636,38.364,37.818,38.000,13,7,12,10,10,3 ,2,0,0,1,0,0,0,0,0,1,7,14,1,0,0,0,1,0
38.200,37.400,37.900,36.000,37.300,18,20,18,21,17,2 ,2,0,0,1,0,1,0,0,0,0,5,11,0,1,0,0,1,0
41.300,40.200,38.900,37.800,39.600,5,11,11,16,12,2 ,2,0,0,1,0,1,0,0,0,0,4,10,0,1,0,0,1,0
36.833,32.750,34.667,39.750,36.083,12,20,19,9,14,2 ,2,0,0,1,0,1,0,0,0,0,9,13,0,1,0,0,1,0
37.818,38.545,35.545,37.273,37.273,17,12,16,16,16,2 ,2,0,0,1,0,1,0,0,0,0,7,11,0,1,0,0,1,0
35.833,37.167,37.750,38.083,37.083,11,8,10,7,6,2 ,2,0,0,1,0,1,0,0,0,0,12,16,0,1,0,0,1,0
38.500,38.300,38.100,39.125,38.600,10,12,17,14,13,2 ,3,0,0,1,0,1,0,0,0,0,5,10,1,0,0,0,1,0
31.636,31.364,33.182,35.455,33.000,26,22,26,16,24,1 ,2,0,0,0,0,0,0,0,0,0,8,13,0,1,0,1,0,0
31.909,29.091,33.091,34.909,32.182,27,24,20,21,23,0 ,2,0,0,1,0,1,0,0,0,0,8,13,1,0,0,1,0,0
30.909,31.091,30.273,29.727,30.636,27,25,27,31,29,0 ,2,0,0,1,0,1,0,0,0,0,8,12,1,0,0,1,0,0
33.455,34.818,34.636,39.182,35.727,24,17,20,14,17,4 ,2,1,0,0,0,0,0,1,0,0,8,13,1,0,0,0,1,0
33.273,35.636,36.182,37.455,35.727,31,20,14,15,20,4 ,2,1,0,0,0,0,0,1,0,0,7,12,1,0,0,0,1,0
