
Grupo,PROMEDIO1,PROMEDIO2,PROMEDIO3,PromedioFinal,PUESTO1,PUESTO2,PUESTO3,PUESTO4,PuestoFinal,NUMHERMANO,ESTRATO,Viveconmadre,Viveconpadre,ViveconAmbos,ViveconOtros,Casados,Solteros,Separados,UnionLibre,Viudo,RetiradoCluster,Numgrado,Edad,Hombre,Mujer
1 ,30.364,36.000,30.818,33.636,27,8,19,8,17,1 ,3,0,0,1,0,0,0,0,1,0,0,7,14,0,1
3 ,37.000,38.583,39.167,38.250,10,7,5,10,7,1 ,2,0,0,1,0,0,0,0,1,0,0,11,16,1,0
3 ,38.500,37.500,36.500,37.833,9,12,12,6,11,1 ,2,0,0,1,0,0,0,0,1,0,0,10,15,1,0
3 ,41.545,41.545,40.545,40.455,2,4,4,10,4,1 ,2,0,0,1,0,0,0,0,1,0,0,8,13,1,0
4 ,37.083,32.667,39.250,36.083,11,17,5,16,13,2 ,2,0,0,1,0,1,0,0,0,0,0,11,15,1,0
1 ,34.182,34.273,34.818,35.455,27,28,24,18,27,2 ,2,0,0,1,0,1,0,0,0,0,0,3,7,1,0
3 ,35.583,35.583,34.833,35.917,18,16,20,16,15,0 ,2,0,0,1,0,0,0,0,1,0,0,9,14,1,0
1 ,47.000,48.000,45.600,47.200,1,2,2,1,1,0 ,2,0,0,1,0,0,0,0,1,0,0,2,7,1,0
1 ,40.000,39.182,34.182,38.000,7,7,15,9,10,0 ,2,0,0,1,0,0,0,0,1,0,0,7,12,1,0
2 ,42.750,42.583,43.833,.000,9,9,7,10,1,0 ,2,0,0,1,0,0,0,0,1,0,0,12,17,1,0
1 ,32.500,35.500,35.500,35.300,27,23,22,23,24,2 ,2,1,0,0,0,0,1,0,0,0,0,5,10,1,0
5 ,36.091,34.364,32.636,35.000,23,23,29,22,25,2 ,2,1,0,0,0,0,1,0,0,0,0,10,12,1,0
1 ,32.400,35.200,34.100,34.500,20,19,20,11,22,4 ,2,0,0,1,0,1,0,0,0,0,0,4,10,1,0
3 ,34.700,33.300,35.800,35.800,20,27,20,14,22,3 ,2,0,0,1,0,1,0,0,0,0,0,5,11,1,0
3 ,30.750,35.667,37.333,35.083,26,11,9,10,13,3 ,2,0,0,1,0,1,0,0,0,0,0,9,17,1,0
4 ,30.909,35.909,33.727,34.636,26,9,13,9,10,3 ,2,0,0,1,0,1,0,0,0,0,0,8,15,1,0
2 ,29.273,30.727,29.727,31.000,30,29,25,26,28,3 ,2,0,0,1,0,1,0,0,0,0,0,7,13,1,0
5 ,34.545,36.545,35.182,36.091,26,18,23,19,22,1 ,2,0,1,0,0,0,0,0,1,0,0,10,12,1,0
5 ,36.500,38.600,36.400,36.900,18,12,19,20,19,1 ,2,0,1,0,0,0,0,0,1,0,0,7,11,1,0
3 ,34.400,34.100,34.900,35.000,25,23,26,25,26,1 ,2,1,0,0,0,0,0,0,1,0,1,5,13,0,1
1 ,39.818,41.182,40.818,40.455,14,11,10,12,12,1 ,3,0,0,1,0,0,0,0,1,0,0,3,8,0,1
1 ,37.700,38.600,35.900,37.300,12,11,17,13,16,1 ,3,0,0,1,0,0,0,0,1,0,0,4,9,0,1
1 ,45.000,42.200,45.400,45.100,3,6,3,4,3,1 ,2,0,0,1,0,0,0,0,1,0,0,2,7,1,0
2 ,41.364,43.182,43.000,42.636,3,3,2,4,2,1 ,2,0,0,1,0,0,0,0,1,0,0,7,12,1,0
2 ,43.000,42.900,43.600,43.400,9,6,4,7,5,1 ,2,0,0,1,0,0,0,0,1,0,0,4,9,1,0
1 ,39.000,39.200,39.600,38.200,14,15,14,26,19,2 ,2,0,0,1,0,1,0,0,0,0,0,2,6,1,0
3 ,35.417,31.417,37.333,.000,21,25,12,17,0,2 ,2,0,1,0,0,0,0,0,1,0,0,9,16,1,0
1 ,33.100,32.600,32.200,33.100,30,30,26,28,29,2 ,2,0,1,0,0,0,0,0,1,0,0,2,6,1,0
1 ,32.700,30.600,33.900,32.800,34,31,30,29,33,2 ,2,0,1,0,0,0,0,0,1,0,0,4,9,1,0
1 ,36.700,35.100,32.500,35.500,15,18,27,22,24,2 ,2,0,1,0,0,0,0,0,1,0,0,4,10,1,0
3 ,34.250,34.083,33.667,34.583,15,19,19,17,18,0 ,2,0,0,1,0,0,0,0,1,0,0,10,15,1,0
4 ,40.000,39.182,34.182,38.000,7,7,15,9,10,0 ,2,0,0,1,0,0,0,0,1,0,0,8,12,1,0
4 ,36.091,34.364,32.636,35.000,23,23,29,22,25,2 ,2,1,0,0,0,0,1,0,0,0,0,7,12,1,0
1 ,34.000,34.818,30.455,33.818,16,11,21,16,15,1 ,2,0,1,0,0,0,0,0,1,0,0,7,13,1,0
2 ,35.091,32.909,32.273,34.000,23,25,21,19,22,1 ,2,0,1,0,0,0,0,0,1,0,0,7,11,1,0
1 ,32.200,36.700,39.000,36.400,21,16,8,15,18,1 ,2,0,1,0,0,0,0,0,1,0,0,4,8,1,0
3 ,39.700,42.500,40.400,41.700,11,4,7,3,6,2 ,2,0,0,1,0,0,0,0,1,0,0,6,10,0,1
3 ,36.818,37.818,37.364,37.455,9,10,9,11,8,2 ,2,0,0,1,0,0,0,0,1,0,0,8,12,0,1
4 ,36.167,35.667,35.917,36.333,15,9,13,7,11,3 ,3,1,0,0,0,0,1,0,0,0,0,11,17,1,0
6 ,38.600,38.200,41.200,39.900,19,19,7,4,13,3 ,3,1,0,0,0,0,1,0,0,0,0,3,9,1,0
6 ,34.455,35.273,33.909,34.364,21,20,23,27,22,3 ,3,1,0,0,0,0,1,0,0,0,0,7,13,1,0
3 ,32.182,29.000,29.909,29.909,26,36,31,35,33,2 ,2,0,0,1,0,0,0,0,1,0,0,8,12,1,0
3 ,34.100,34.900,35.000,35.300,24,23,17,17,23,4 ,2,0,0,1,0,1,0,0,0,0,0,5,12,1,0
4 ,39.750,41.917,40.833,40.917,3,2,2,1,2,4 ,2,0,0,1,0,1,0,0,0,0,0,8,14,1,0
4 ,37.917,38.500,40.250,39.083,9,4,6,10,7,1 ,2,0,0,1,0,0,0,0,1,0,0,10,15,0,1
3 ,43.500,42.100,44.000,43.600,3,5,1,2,2,1 ,2,0,0,1,0,0,0,0,1,0,0,6,11,0,1
4 ,32.667,29.583,35.750,32.417,11,17,8,16,15,3 ,2,0,0,1,0,1,0,0,0,0,0,9,16,1,0
7 ,34.455,35.909,35.545,36.364,20,14,12,4,10,3 ,2,0,0,1,0,1,0,0,0,0,0,9,14,1,0
1 ,42.100,42.400,41.600,41.400,8,5,9,15,10,3 ,2,0,0,1,0,1,0,0,0,0,0,2,8,1,0
1 ,41.000,38.273,37.091,39.182,12,17,20,15,16,3 ,2,0,0,1,0,1,0,0,0,0,0,3,9,1,0
1 ,29.500,29.750,31.250,29.583,29,31,27,30,27,1 ,2,0,1,0,0,0,0,0,1,0,0,9,14,1,0
1 ,32.833,32.333,33.667,32.833,23,24,23,25,26,1 ,2,0,1,0,0,0,0,0,1,0,1,9,15,1,0
4 ,30.364,36.000,30.818,33.636,27,8,19,8,17,1 ,3,0,0,1,0,0,0,0,1,0,0,8,14,0,1
2 ,43.100,42.800,43.800,43.300,8,4,3,5,6,1 ,2,0,0,1,0,0,0,0,1,0,0,5,10,1,0
3 ,37.500,35.400,36.300,36.700,17,22,18,17,18,2 ,2,0,0,1,0,1,0,0,0,0,0,6,10,1,0
3 ,38.273,39.636,38.364,37.818,12,6,11,23,15,2 ,2,0,0,1,0,1,0,0,0,0,0,7,11,1,0
1 ,31.727,31.909,32.636,32.273,30,31,30,33,32,2 ,2,0,1,0,0,0,0,0,1,0,0,3,7,1,0
2 ,33.636,37.545,36.000,36.000,29,22,34,26,30,2 ,2,0,1,0,0,0,0,0,1,0,0,3,8,1,0
2 ,44.500,42.700,41.400,43.100,5,5,9,5,7,0 ,2,0,0,1,0,0,0,0,1,0,0,5,10,1,0
1 ,46.909,46.000,46.091,46.182,1,1,1,1,1,0 ,2,0,0,1,0,0,0,0,1,0,0,3,8,1,0
3 ,36.273,38.455,35.455,36.818,10,9,16,13,11,0 ,2,0,0,1,0,0,0,0,1,0,0,8,13,1,0
4 ,32.917,32.750,34.250,33.167,22,19,16,20,19,2 ,2,1,0,0,0,0,1,0,0,0,0,9,14,1,0
4 ,34.200,37.400,40.000,37.900,23,15,12,11,13,2 ,2,1,0,0,0,0,1,0,0,0,0,6,11,1,0
1 ,36.091,34.364,32.636,35.000,23,23,29,22,25,2 ,2,1,0,0,0,0,1,0,0,0,0,7,12,1,0
4 ,38.917,33.000,.000,.000,22,27,1,25,0,2 ,2,1,0,0,0,0,1,0,0,0,0,12,18,1,0
1 ,39.091,36.182,38.545,37.636,16,23,18,24,20,0 ,2,1,0,0,0,0,0,0,0,0,0,3,8,1,0
1 ,33.400,36.500,35.200,35.200,26,17,24,26,25,1 ,2,0,1,0,0,0,0,0,1,0,0,5,9,1,0
1 ,30.000,31.500,31.500,31.083,23,22,24,28,26,1 ,2,0,1,0,0,0,0,0,1,0,0,9,15,1,0
2 ,40.800,44.100,45.200,44.600,21,12,9,10,14,2 ,2,0,0,1,0,0,0,0,1,0,0,2,6,1,0
2 ,41.091,42.000,43.091,42.727,14,20,12,15,15,2 ,2,0,0,1,0,0,0,0,1,0,0,3,7,1,0
2 ,43.273,46.000,45.727,45.818,9,9,6,2,6,1 ,2,0,0,1,0,1,0,0,0,0,0,3,7,0,1
1 ,40.636,43.636,41.818,42.182,4,1,2,4,4,1 ,2,0,0,1,0,1,0,0,0,0,0,7,11,0,1
1 ,37.400,34.700,35.400,36.000,19,26,23,25,23,4 ,2,0,0,1,0,1,0,0,0,0,0,5,11,1,0
2 ,32.917,30.417,31.167,31.750,26,28,32,30,27,4 ,2,0,0,1,0,1,0,0,0,0,0,11,17,1,0
1 ,41.000,39.800,36.200,38.400,9,13,23,24,18,4 ,2,0,0,1,0,1,0,0,0,0,0,2,8,1,0
1 ,39.800,41.600,45.000,43.600,12,7,4,3,5,1 ,2,0,0,1,0,0,0,0,1,0,0,2,7,0,1
4 ,36.500,38.600,36.400,36.900,18,12,19,20,19,1 ,2,0,1,0,0,0,0,0,1,0,0,6,11,1,0
1 ,39.818,40.182,39.455,38.818,14,13,14,23,17,1 ,2,0,1,0,0,0,0,0,1,0,0,3,8,1,0
1 ,37.818,37.091,38.727,38.091,13,18,9,16,12,1 ,2,0,1,0,0,0,0,0,1,0,0,8,13,1,0
3 ,29.800,33.900,30.300,31.600,26,23,25,22,22,1 ,2,1,0,0,0,0,0,0,1,0,0,4,10,0,1
3 ,34.500,35.300,37.600,36.400,22,27,19,21,21,1 ,2,1,0,0,0,0,0,0,1,0,0,4,12,0,1
3 ,19.800,30.000,30.500,20.600,28,25,25,26,28,1 ,3,0,0,1,0,0,0,0,1,0,1,9,16,0,1
2 ,41.500,41.300,43.400,42.600,4,7,2,3,3,1 ,2,0,0,1,0,0,0,0,1,0,0,6,11,1,0
1 ,44.727,43.636,43.000,43.364,5,6,6,9,6,1 ,2,0,0,1,0,0,0,0,1,0,0,3,8,1,0
1 ,42.667,41.750,41.833,.000,8,8,7,7,1,1 ,2,0,0,1,0,0,0,0,1,0,0,12,17,1,0
1 ,40.100,36.000,37.900,38.500,12,21,12,12,13,2 ,2,0,0,1,0,1,0,0,0,0,0,5,9,1,0
3 ,33.364,35.909,37.000,36.000,23,13,10,8,13,2 ,2,0,0,1,0,1,0,0,0,0,0,8,12,1,0
2 ,46.900,45.200,46.100,45.800,1,1,2,4,2,0 ,2,0,0,1,0,0,0,0,1,0,0,4,9,1,0
5 ,34.200,37.400,40.000,37.900,23,15,12,11,13,2 ,2,1,0,0,0,0,1,0,0,0,0,7,11,1,0
7 ,29.636,21.250,18.833,.000,26,29,26,29,0,1 ,2,0,1,0,0,0,0,0,1,0,0,9,16,1,0
2 ,39.800,40.300,40.000,40.200,15,12,11,12,14,2 ,2,0,0,1,0,0,0,0,1,0,0,5,9,0,1
3 ,37.083,32.250,35.333,34.917,12,23,14,20,16,2 ,2,0,0,1,0,0,0,0,1,0,0,10,14,0,1
1 ,39.800,41.200,38.800,40.400,12,8,15,8,11,2 ,2,0,0,1,0,0,0,0,1,0,0,2,6,0,1
1 ,38.250,38.083,38.167,.000,18,16,13,16,1,2 ,2,0,0,1,0,0,0,0,1,0,0,12,16,0,1
6 ,35.000,34.500,35.100,34.800,17,19,21,19,18,3 ,3,1,0,0,0,0,1,0,0,0,0,5,11,1,0
6 ,33.000,34.750,36.250,34.333,17,14,10,14,16,3 ,3,1,0,0,0,0,1,0,0,0,0,9,15,1,0
3 ,34.900,34.100,34.700,35.600,19,24,25,20,23,2 ,2,0,0,1,0,0,0,0,1,0,0,5,9,1,0
1 ,36.000,38.800,35.000,36.500,20,10,17,21,20,2 ,2,0,0,1,0,0,0,0,1,0,0,6,10,1,0
3 ,42.300,40.800,38.600,41.400,5,8,13,8,8,1 ,2,1,0,0,0,0,1,0,0,0,0,5,12,0,1
5 ,41.000,41.750,41.417,42.083,4,4,3,1,4,1 ,2,1,0,0,0,0,1,0,0,0,0,10,16,0,1
3 ,38.583,40.083,40.083,.000,18,9,13,11,1,2 ,2,1,0,0,0,0,1,0,0,0,0,11,17,1,0
1 ,27.300,32.400,30.200,29.500,25,22,23,23,26,0 ,2,1,0,0,0,0,0,0,0,0,0,4,9,1,0
1 ,35.000,35.000,37.000,35.500,31,25,21,27,26,0 ,2,1,0,0,0,0,0,0,0,0,0,4,10,1,0
1 ,34.545,37.364,34.364,35.455,25,21,26,27,27,1 ,2,0,1,0,0,0,0,0,1,0,0,3,7,1,0
3 ,40.000,41.000,39.583,40.500,8,8,7,6,7,2 ,2,0,0,1,0,0,0,0,1,0,0,9,13,0,1
2 ,40.400,38.800,37.700,38.900,13,15,16,17,16,2 ,2,0,0,1,0,0,0,0,1,0,0,4,8,0,1
4 ,35.750,33.417,37.917,36.917,15,19,12,5,10,3 ,3,1,0,0,0,0,1,0,0,0,0,10,16,1,0
6 ,35.100,34.600,33.400,34.400,10,15,14,22,15,3 ,3,1,0,0,0,0,1,0,0,0,0,6,12,1,0
6 ,30.818,31.727,35.818,33.273,26,21,11,11,17,3 ,3,1,0,0,0,0,1,0,0,0,0,8,14,1,0
3 ,40.500,41.500,40.100,41.000,7,5,5,5,6,1 ,2,0,0,1,0,1,0,0,0,0,0,5,10,0,1
3 ,41.583,40.000,39.083,39.833,3,5,7,6,5,1 ,2,0,0,1,0,1,0,0,0,0,0,10,14,0,1
1 ,40.500,41.500,40.100,41.000,7,5,5,5,6,1 ,2,0,0,1,0,1,0,0,0,0,0,6,10,0,1
1 ,39.545,42.818,41.636,41.182,7,3,4,4,4,1 ,2,0,0,1,0,1,0,0,0,0,0,8,12,0,1
3 ,41.750,42.917,44.250,.000,5,5,2,5,1,1 ,2,0,0,1,0,1,0,0,0,0,0,12,16,0,1
4 ,41.750,42.917,44.250,.000,5,5,2,5,1,1 ,2,0,0,1,0,1,0,0,0,0,0,12,16,0,1
3 ,40.167,36.667,38.500,38.750,7,8,9,7,8,1 ,2,1,0,0,0,0,1,0,0,0,0,9,15,0,1
2 ,39.500,38.700,39.100,39.400,14,16,14,13,13,0 ,4,0,0,0,0,0,0,0,0,0,0,4,9,0,1
2 ,42.455,43.909,43.000,43.636,11,13,13,11,12,1 ,4,0,0,1,0,1,0,0,0,0,0,3,8,0,1
3 ,43.300,41.600,38.000,40.700,8,12,13,13,12,1 ,4,0,0,1,0,1,0,0,0,0,0,4,9,0,1
1 ,37.364,36.273,35.273,35.818,11,17,17,18,16,2 ,2,0,0,1,0,1,0,0,0,0,0,8,13,1,0
1 ,42.083,41.667,43.417,.000,10,9,3,6,1,1 ,2,0,0,1,0,1,0,0,0,0,0,12,17,0,1
2 ,38.833,38.083,38.167,38.000,6,6,7,17,7,1 ,2,0,0,1,0,1,0,0,0,0,0,11,15,0,1
2 ,43.182,44.273,41.091,42.636,10,11,19,19,16,1 ,2,0,0,1,0,1,0,0,0,0,0,3,7,0,1
7 ,42.545,41.909,40.818,41.455,2,4,7,4,3,1 ,2,0,0,1,0,1,0,0,0,0,0,8,12,0,1
4 ,41.091,39.636,40.273,40.636,9,10,10,10,10,1 ,2,0,1,0,0,0,0,0,1,0,0,7,12,0,1
2 ,38.182,42.000,42.182,41.273,19,20,15,19,21,1 ,2,0,1,0,0,0,0,0,1,0,0,3,7,1,0
4 ,41.333,40.583,43.333,.000,8,11,8,10,1,1 ,2,0,1,0,0,0,0,0,1,0,0,12,16,1,0
3 ,37.364,42.455,42.091,40.727,10,5,8,8,8,1 ,2,0,1,0,0,0,0,1,0,0,0,8,14,0,1
1 ,42.700,44.000,42.900,43.000,8,7,8,7,6,1 ,2,0,1,0,0,0,0,1,0,0,0,4,10,0,1
1 ,41.600,38.300,43.000,41.300,5,11,2,4,6,2 ,3,0,0,1,0,1,0,0,0,0,0,5,9,1,0
1 ,42.300,41.200,38.900,40.200,3,6,7,14,8,2 ,3,0,0,1,0,1,0,0,0,0,0,6,10,1,0
2 ,40.250,39.167,39.917,.000,16,16,16,16,1,2 ,3,0,0,1,0,1,0,0,0,0,0,12,16,1,0
1 ,40.700,39.300,41.700,41.300,9,8,6,3,6,3 ,2,0,0,1,0,0,0,1,0,0,0,5,9,1,0
3 ,37.200,38.000,37.900,37.900,17,13,15,16,16,4 ,2,1,0,0,0,0,0,1,0,0,0,5,12,0,1
2 ,36.100,35.100,37.500,36.400,26,27,24,30,27,3 ,2,0,0,1,0,1,0,0,0,0,0,5,12,1,0
2 ,36.455,37.182,40.818,37.273,18,24,20,27,28,3 ,2,0,0,1,0,1,0,0,0,0,0,3,9,1,0
2 ,31.600,34.500,34.200,34.700,28,25,26,19,22,3 ,2,0,0,1,0,1,0,0,0,0,0,4,11,1,0
3 ,43.100,42.000,41.200,42.300,4,6,5,5,5,1 ,2,1,0,0,0,0,0,1,0,0,0,6,11,0,1
3 ,40.000,38.545,39.455,38.364,8,11,9,21,12,1 ,2,1,0,0,0,0,0,1,0,0,0,7,12,0,1
2 ,44.100,41.200,39.300,41.700,6,11,12,9,11,2 ,2,0,0,1,0,0,0,0,1,0,0,5,9,0,1
4 ,33.750,31.250,36.250,34.917,20,25,20,17,18,2 ,2,0,0,1,0,0,0,0,1,0,0,10,14,0,1
1 ,40.000,41.727,37.818,39.818,4,5,12,7,5,2 ,2,0,0,1,0,0,0,0,1,0,0,8,12,0,1
1 ,40.909,39.545,41.545,41.091,10,11,8,8,9,2 ,2,0,0,1,0,0,0,0,1,0,0,7,11,0,1
2 ,35.455,37.182,34.545,36.455,15,15,17,9,12,1 ,2,1,0,0,0,0,0,0,0,1,0,8,13,1,0
2 ,32.727,33.909,32.909,34.000,27,21,20,17,22,1 ,2,1,0,0,0,0,0,0,0,1,0,7,11,1,0
2 ,36.636,36.545,34.818,36.545,22,25,26,25,28,1 ,3,1,0,0,0,0,1,0,0,0,0,3,7,1,0
5 ,35.700,33.600,35.500,35.900,21,24,21,17,21,1 ,3,1,0,0,0,0,1,0,0,0,0,7,10,1,0
1 ,39.818,38.727,40.545,39.909,14,16,11,13,13,2 ,2,0,0,1,0,1,0,0,0,0,0,3,8,0,1
3 ,40.818,39.636,39.091,40.000,5,6,10,6,6,2 ,2,0,0,1,0,1,0,0,0,0,0,7,12,0,1
3 ,35.167,27.583,30.083,29.917,18,23,26,25,26,2 ,2,1,0,0,0,0,1,0,0,0,0,9,15,1,0
4 ,30.250,28.083,30.083,29.083,21,21,22,22,22,3 ,2,1,0,0,0,0,0,1,0,0,0,9,14,1,0
1 ,39.200,40.800,39.800,39.600,13,10,13,19,15,3 ,2,1,0,0,0,0,0,1,0,0,0,2,6,1,0
1 ,35.900,34.200,31.900,34.900,19,30,28,22,27,1 ,1,1,0,0,0,0,1,0,0,0,0,5,11,1,0
1 ,33.500,33.000,37.800,35.200,28,29,19,23,26,1 ,1,1,0,0,0,0,1,0,0,0,0,2,7,1,0
1 ,34.455,35.545,35.909,34.909,26,26,22,31,28,1 ,1,1,0,0,0,0,1,0,0,0,0,3,8,1,0
3 ,32.600,34.500,34.600,34.700,23,22,19,16,20,1 ,1,1,0,0,0,0,1,0,0,0,0,4,9,1,0
1 ,39.300,41.200,37.600,39.800,14,4,14,10,10,3 ,2,0,0,1,0,1,0,0,0,0,0,5,10,0,1
1 ,43.200,40.400,43.000,42.900,6,11,5,5,8,3 ,2,0,0,1,0,1,0,0,0,0,0,2,7,0,1
4 ,31.583,34.583,35.167,34.333,15,5,9,5,9,2 ,2,1,0,0,0,0,1,0,0,0,0,9,15,1,0
1 ,38.200,37.000,38.600,37.800,15,19,16,18,20,2 ,2,1,0,0,0,0,1,0,0,0,0,2,7,1,0
3 ,33.818,31.818,32.727,33.636,20,27,23,18,19,2 ,2,1,0,0,0,0,1,0,0,0,0,8,13,1,0
2 ,32.800,34.700,33.900,34.800,27,22,27,16,26,2 ,2,1,0,0,0,0,1,0,0,0,0,4,9,1,0
1 ,33.900,34.300,35.600,35.600,26,29,19,18,23,0 ,2,1,0,0,0,0,0,0,0,0,0,5,11,1,0
1 ,35.000,34.200,33.000,34.500,26,27,24,25,27,1 ,2,0,1,0,0,0,0,0,1,0,0,2,6,1,0
2 ,33.500,34.800,34.700,35.000,22,22,23,20,24,1 ,2,0,1,0,0,0,0,0,1,0,0,6,10,1,0
4 ,34.000,34.818,30.455,33.818,16,11,21,16,15,1 ,2,0,1,0,0,0,0,0,1,0,0,8,13,1,0
2 ,42.300,43.400,44.000,43.700,17,16,13,18,18,3 ,3,1,0,0,0,0,1,0,0,0,0,2,8,1,0
6 ,36.700,33.900,35.700,35.400,12,22,15,27,18,3 ,3,1,0,0,0,0,1,0,0,0,0,4,10,1,0
3 ,36.000,38.800,35.000,36.500,20,10,17,21,20,2 ,2,0,0,1,0,0,0,0,1,0,0,5,10,1,0
1 ,41.700,41.500,40.400,41.200,4,3,8,8,7,1 ,2,0,0,1,0,1,0,0,0,0,0,5,9,0,1
3 ,42.750,43.250,40.250,41.500,4,2,6,8,6,1 ,2,0,0,1,0,1,0,0,0,0,0,9,13,0,1
2 ,50.000,48.100,48.700,49.100,1,2,2,3,1,1 ,2,0,0,1,0,1,0,0,0,0,0,2,6,0,1
2 ,35.200,34.500,33.100,34.800,26,25,22,22,26,2 ,2,0,0,1,0,1,0,0,0,0,0,5,9,1,0
4 ,39.000,33.182,35.000,35.182,16,28,20,27,27,2 ,2,0,0,1,0,1,0,0,0,0,0,8,12,1,0
2 ,38.100,36.500,37.300,37.900,20,19,14,13,18,1 ,2,0,0,1,0,1,0,0,0,0,0,5,9,0,1
1 ,36.750,36.917,36.750,37.417,8,11,12,5,6,1 ,2,0,1,0,0,0,0,0,1,0,0,11,16,0,1
5 ,41.091,39.636,40.273,40.636,9,10,10,10,10,1 ,2,0,1,0,0,0,0,0,1,0,0,10,12,0,1
1 ,40.167,38.167,34.417,37.417,5,9,22,12,9,1 ,2,0,1,0,0,0,0,0,1,0,0,9,14,0,1
5 ,39.200,36.600,40.300,39.400,12,19,10,10,11,1 ,2,0,1,0,0,0,0,0,1,0,0,7,11,0,1
2 ,35.583,36.182,38.500,37.667,16,12,9,11,9,1 ,2,0,1,0,0,0,0,0,1,0,0,10,14,1,0
2 ,36.364,42.545,37.182,38.455,23,17,23,26,24,1 ,2,0,1,0,0,0,0,1,0,0,0,3,8,0,1
2 ,44.000,41.500,43.600,44.000,16,24,14,15,17,2 ,2,0,0,1,0,0,0,0,1,0,0,2,7,0,1
2 ,40.200,41.500,41.800,41.200,7,5,4,10,7,2 ,2,0,0,1,0,0,0,0,1,0,0,6,11,0,1
2 ,41.700,36.900,39.300,40.400,12,18,12,6,13,2 ,2,0,0,1,0,0,0,0,1,0,0,5,10,0,1
3 ,40.100,40.100,38.600,39.600,8,7,8,13,9,2 ,2,0,0,1,0,0,0,0,1,0,0,5,11,0,1
2 ,46.600,42.100,42.400,43.300,7,22,21,23,20,2 ,2,0,0,1,0,0,0,0,1,0,0,2,7,0,1
1 ,40.100,40.100,38.600,39.600,8,7,8,13,9,2 ,2,0,0,1,0,0,0,0,1,0,0,6,11,0,1
4 ,38.545,33.818,31.000,33.273,10,23,22,27,23,2 ,2,0,0,1,0,0,0,0,1,0,0,8,12,0,1
2 ,40.667,36.167,.000,.000,15,20,1,18,0,2 ,2,0,0,1,0,0,0,0,1,0,0,12,18,0,1
4 ,32.667,30.417,.000,.000,22,21,1,23,0,3 ,2,0,1,0,0,1,0,0,0,0,0,11,18,1,0
3 ,38.364,36.727,35.909,37.455,11,22,17,9,14,3 ,2,0,1,0,0,1,0,0,0,0,0,7,14,1,0
3 ,38.500,34.100,37.300,36.800,13,23,16,20,17,1 ,2,0,1,0,0,0,0,0,1,0,0,5,11,1,0
3 ,40.417,40.167,.000,.000,8,4,1,5,0,1 ,2,0,1,0,0,0,0,0,1,0,0,12,17,1,0
4 ,40.417,40.167,.000,.000,8,4,1,5,0,1 ,2,0,1,0,0,0,0,0,1,0,0,12,17,1,0
1 ,38.545,34.364,32.818,34.909,17,27,28,30,28,1 ,2,1,0,0,0,0,1,0,0,0,0,7,12,1,0
1 ,37.600,37.000,36.300,37.200,18,13,19,22,17,2 ,2,0,0,1,0,1,0,0,0,0,0,5,10,1,0
4 ,33.250,34.750,.000,.000,21,14,1,18,0,2 ,2,0,0,1,0,1,0,0,0,0,0,11,18,1,0
2 ,36.167,31.500,28.833,.000,20,24,24,23,1,2 ,2,0,0,1,0,1,0,0,0,0,0,10,17,1,0
5 ,34.091,33.727,36.364,35.273,27,25,18,24,24,2 ,2,0,0,1,0,1,0,0,0,0,0,10,12,1,0
2 ,33.083,33.833,34.000,33.417,18,22,19,21,21,2 ,2,0,0,1,0,1,0,0,0,0,0,9,16,1,0
4 ,36.800,36.700,39.500,37.200,17,18,13,21,17,2 ,2,0,0,1,0,1,0,0,0,0,0,6,11,1,0
2 ,46.400,42.900,44.200,44.700,9,18,11,19,13,1 ,3,0,0,1,0,1,0,0,0,0,0,2,6,1,0
2 ,38.700,40.300,40.900,39.900,8,10,6,14,9,1 ,3,0,0,1,0,1,0,0,0,0,0,6,10,1,0
3 ,39.545,35.636,36.455,36.909,7,16,12,19,10,1 ,3,0,0,1,0,1,0,0,0,0,0,8,12,1,0
1 ,41.833,40.000,41.917,.000,11,12,6,9,1,1 ,3,0,0,1,0,1,0,0,0,0,0,12,16,1,0
2 ,45.600,43.700,40.100,42.000,11,15,28,32,24,2 ,2,0,0,1,0,1,0,0,0,0,0,2,6,0,1
2 ,40.900,42.400,39.900,41.300,20,21,30,24,26,0 ,5,0,0,0,0,0,0,0,0,0,0,2,7,1,0
1 ,34.600,36.900,34.700,35.100,25,14,27,27,26,1 ,2,0,0,1,0,1,0,0,0,0,0,5,9,1,0
1 ,40.417,40.083,41.750,41.083,2,5,2,1,3,1 ,2,0,0,1,0,0,0,0,1,0,0,10,15,1,0
1 ,41.333,37.167,39.417,39.500,3,10,5,3,5,1 ,2,0,0,1,0,0,0,0,1,0,0,9,14,1,0
3 ,39.636,39.364,36.273,38.455,6,8,13,4,6,1 ,2,0,0,1,0,0,0,0,1,0,0,8,13,1,0
3 ,43.800,43.500,43.500,44.200,5,7,5,2,5,1 ,2,0,0,1,0,0,0,0,1,0,0,4,9,1,0
2 ,42.455,46.545,47.455,46.182,11,7,2,4,5,1 ,5,0,0,1,0,1,0,0,0,0,0,3,8,0,1
1 ,38.182,34.455,37.455,36.455,16,22,16,26,21,1 ,2,1,0,0,0,0,0,1,0,0,0,7,11,1,0
3 ,40.000,39.667,38.000,39.083,7,6,9,8,9,2 ,2,0,0,1,0,0,0,0,1,0,0,10,15,1,0
5 ,41.167,41.333,41.000,41.083,2,3,2,4,2,2 ,2,1,0,0,0,0,1,0,0,0,0,10,15,0,1
